filename,width,height,class,xmin,ymin,xmax,ymax
Toilet-493-_jpg.rf.01242380da21724f8cb600ce157b08d9.jpg,640,640,Toilet,162,342,283,614
Toilet-493-_jpg.rf.01242380da21724f8cb600ce157b08d9.jpg,640,640,Toilet Sink,323,453,592,640
Toilet-493-_jpg.rf.01242380da21724f8cb600ce157b08d9.jpg,640,640,Faucet,451,449,544,556
Toilet-171-_jpg.rf.015f0659374c07f0b802209cf58bb9d0.jpg,640,640,Toilet Sink,417,452,607,619
Toilet-171-_jpg.rf.015f0659374c07f0b802209cf58bb9d0.jpg,640,640,Water Heater,458,213,496,297
Toilet-171-_jpg.rf.015f0659374c07f0b802209cf58bb9d0.jpg,640,640,Exhaust Fan,110,132,166,188
Toilet-171-_jpg.rf.015f0659374c07f0b802209cf58bb9d0.jpg,640,640,Toilet,115,457,267,640
Kitchen-306-_jpg.rf.01aa0fa3a123d011ade2ea913fe5dcfb.jpg,640,640,Fridge,390,301,512,640
Kitchen-306-_jpg.rf.01aa0fa3a123d011ade2ea913fe5dcfb.jpg,640,640,Sink,355,344,399,359
Kitchen-306-_jpg.rf.01aa0fa3a123d011ade2ea913fe5dcfb.jpg,640,640,Cupboard,89,376,308,640
Kitchen-306-_jpg.rf.01aa0fa3a123d011ade2ea913fe5dcfb.jpg,640,640,Cupboard,272,84,354,202
Kitchen-306-_jpg.rf.01aa0fa3a123d011ade2ea913fe5dcfb.jpg,640,640,Cupboard,302,365,410,506
Kitchen-306-_jpg.rf.01aa0fa3a123d011ade2ea913fe5dcfb.jpg,640,640,Exhaust Fan,404,147,433,179
Kitchen-306-_jpg.rf.01aa0fa3a123d011ade2ea913fe5dcfb.jpg,640,640,Faucet,381,304,394,343
Kitchen-277-_jpg.rf.01f15a18c44be5581c9bd19ab9152d05.jpg,640,640,Sink,190,342,288,364
Kitchen-277-_jpg.rf.01f15a18c44be5581c9bd19ab9152d05.jpg,640,640,Faucet,242,328,287,345
Kitchen-277-_jpg.rf.01f15a18c44be5581c9bd19ab9152d05.jpg,640,640,Cupboard,450,5,640,204
Kitchen-277-_jpg.rf.01f15a18c44be5581c9bd19ab9152d05.jpg,640,640,Cupboard,187,364,346,458
Kitchen-277-_jpg.rf.01f15a18c44be5581c9bd19ab9152d05.jpg,640,640,Sink,207,342,279,363
Kitchen-277-_jpg.rf.01f15a18c44be5581c9bd19ab9152d05.jpg,640,640,Exhaust Hood,349,228,522,260

Room2-164-_jpg.rf.01fb9aa60c27e91eb4bf97e495dbf4a5.jpg,640,640,AC,549,150,639,214
Room2-164-_jpg.rf.01fb9aa60c27e91eb4bf97e495dbf4a5.jpg,640,640,Bed,132,409,624,567
Room2-164-_jpg.rf.01fb9aa60c27e91eb4bf97e495dbf4a5.jpg,640,640,Closet,0,75,358,564
Room2-203-_jpg.rf.0112e2dd0e6c38ab5870b143974c5a81.jpg,640,640,Door,274,53,385,439
Room2-203-_jpg.rf.0112e2dd0e6c38ab5870b143974c5a81.jpg,640,640,Windowsill,0,21,262,438

Toilet-202-_jpg.rf.01dc8b0e8a35410b6154fd43e9fb80ff.jpg,640,640,Water Cubicle,284,139,639,563
Toilet-202-_jpg.rf.01dc8b0e8a35410b6154fd43e9fb80ff.jpg,640,640,Toilet,208,368,399,572
Toilet-202-_jpg.rf.01dc8b0e8a35410b6154fd43e9fb80ff.jpg,640,640,Toilet Sink,15,412,232,510
img_wm_revamp-2022-08-19T223528-993_jpg.rf.02399a0fc907dbcdfbf53900aaa983fa.jpg,640,640,AC,105,46,197,150
img_wm_revamp-2022-08-19T223528-993_jpg.rf.02399a0fc907dbcdfbf53900aaa983fa.jpg,640,640,Cupboard,452,0,640,619
img_wm_revamp-2022-08-19T223528-993_jpg.rf.02399a0fc907dbcdfbf53900aaa983fa.jpg,640,640,Cupboard,122,149,259,597
img_wm_revamp-2022-08-19T223528-993_jpg.rf.02399a0fc907dbcdfbf53900aaa983fa.jpg,640,640,Dining Table,289,397,515,460
img_wm_revamp-98-_jpg.rf.01f53386a91f232104a655558a8e29d9.jpg,640,640,AC,508,149,639,233
img_wm_revamp-98-_jpg.rf.01f53386a91f232104a655558a8e29d9.jpg,640,640,Windowsill,63,51,411,340

img_wm_revamp-92-_jpg.rf.0216a3b33fab5d3346c442eb25bdc806.jpg,640,640,Cupboard,190,427,427,562
img_wm_revamp-92-_jpg.rf.0216a3b33fab5d3346c442eb25bdc806.jpg,640,640,Cupboard,182,196,408,287
Kitchen-456-_jpg.rf.0264c3994a2b8805135417079cff7e1d.jpg,640,640,Faucet,419,301,476,401
Kitchen-456-_jpg.rf.0264c3994a2b8805135417079cff7e1d.jpg,640,640,Sink,350,385,561,447
Kitchen-456-_jpg.rf.0264c3994a2b8805135417079cff7e1d.jpg,640,640,Stove,0,375,248,632
Kitchen-332-_jpg.rf.0207699142a66b11959a51dd99825eac.jpg,640,640,Cupboard,298,382,572,640
Kitchen-332-_jpg.rf.0207699142a66b11959a51dd99825eac.jpg,640,640,Stove,254,318,374,360
Kitchen-332-_jpg.rf.0207699142a66b11959a51dd99825eac.jpg,640,640,Exhaust Hood,250,20,377,220
Kitchen-332-_jpg.rf.0207699142a66b11959a51dd99825eac.jpg,640,640,Faucet,170,265,198,309
Kitchen-332-_jpg.rf.0207699142a66b11959a51dd99825eac.jpg,640,640,Oven,426,78,639,479
Kitchen-332-_jpg.rf.0207699142a66b11959a51dd99825eac.jpg,640,640,Dish Washer,60,332,149,472
Kitchen-332-_jpg.rf.0207699142a66b11959a51dd99825eac.jpg,640,640,Sink,136,307,219,321
Kitchen-332-_jpg.rf.0207699142a66b11959a51dd99825eac.jpg,640,640,Oven,239,366,310,517
Kitchen-300-_jpg.rf.022c63e30e54f978c32d37ec914564dc.jpg,640,640,Stove,383,366,640,447
Kitchen-300-_jpg.rf.022c63e30e54f978c32d37ec914564dc.jpg,640,640,Sink,8,342,373,434
Kitchen-300-_jpg.rf.022c63e30e54f978c32d37ec914564dc.jpg,640,640,Exhaust Fan,190,4,325,67
Kitchen-300-_jpg.rf.022c63e30e54f978c32d37ec914564dc.jpg,640,640,Faucet,13,276,158,333
Kitchen-300-_jpg.rf.022c63e30e54f978c32d37ec914564dc.jpg,640,640,Exhaust Hood,378,6,625,170
Toilet-188-_jpg.rf.02913321ddcd2d078f6c7cd88da6c6a9.jpg,640,640,Toilet Sink,488,317,640,436
Toilet-188-_jpg.rf.02913321ddcd2d078f6c7cd88da6c6a9.jpg,640,640,Toilet,186,295,477,592
Toilet-511-_jpg.rf.0201bbd57bf7a08548f1ad7c61e756fb.jpg,640,640,Water Cubicle,1,110,316,640
Toilet-511-_jpg.rf.0201bbd57bf7a08548f1ad7c61e756fb.jpg,640,640,Toilet Sink,399,356,626,420
Toilet-511-_jpg.rf.0201bbd57bf7a08548f1ad7c61e756fb.jpg,640,640,Faucet,515,335,543,367
Toilet-511-_jpg.rf.0201bbd57bf7a08548f1ad7c61e756fb.jpg,640,640,Toilet,250,367,407,556
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Cupboard,272,341,380,424
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Cupboard,108,354,227,500
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Cupboard,111,112,640,640
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Faucet,316,300,343,345
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Fridge,381,241,516,475
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Exhaust Hood,183,245,280,296
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Stove,189,322,275,345
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Sink,287,333,355,362
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Microwave,358,267,405,314
Kitchen-137-_jpg.rf.01e3c8abfd00fe7c234225c7be5d8951.jpg,640,640,Oven,223,342,276,376
Toilet-42-_jpg.rf.02778bf33e05019249c5e0d3e1d97994.jpg,640,640,Exhaust Fan,372,84,449,155
Toilet-42-_jpg.rf.02778bf33e05019249c5e0d3e1d97994.jpg,640,640,Bathtub,22,497,576,640
Kitchen-242-_jpg.rf.025404f6e800b5d96e9e5c49e4cd6ee5.jpg,640,640,Stove,15,345,274,405
Kitchen-242-_jpg.rf.025404f6e800b5d96e9e5c49e4cd6ee5.jpg,640,640,Exhaust Hood,2,103,265,187
Kitchen-242-_jpg.rf.025404f6e800b5d96e9e5c49e4cd6ee5.jpg,640,640,Cupboard,19,411,423,629
Kitchen-242-_jpg.rf.025404f6e800b5d96e9e5c49e4cd6ee5.jpg,640,640,Cupboard,1,0,618,130

Kitchen-111-_jpg.rf.02b1e854d0fd85df8599e3591948162a.jpg,640,640,Cupboard,210,381,486,556
Kitchen-111-_jpg.rf.02b1e854d0fd85df8599e3591948162a.jpg,640,640,Stove,256,357,434,381
Kitchen-111-_jpg.rf.02b1e854d0fd85df8599e3591948162a.jpg,640,640,Exhaust Hood,245,237,449,286
Kitchen-111-_jpg.rf.02b1e854d0fd85df8599e3591948162a.jpg,640,640,Exhaust Fan,601,193,638,229


Toilet-415-_jpg.rf.02af90ff88cb566f42f5ee3214b477b0.jpg,640,640,Toilet Sink,70,375,227,486
Toilet-415-_jpg.rf.02af90ff88cb566f42f5ee3214b477b0.jpg,640,640,Exhaust Fan,337,0,509,106
Toilet-415-_jpg.rf.02af90ff88cb566f42f5ee3214b477b0.jpg,640,640,Toilet,217,367,372,532
Toilet-415-_jpg.rf.02af90ff88cb566f42f5ee3214b477b0.jpg,640,640,Bathtub,297,376,534,531
Toilet-415-_jpg.rf.02af90ff88cb566f42f5ee3214b477b0.jpg,640,640,Faucet,90,374,136,409
img_wm_revamp-93-_jpg.rf.02db2f5c06dcee3f4dfc09d2765103b3.jpg,640,640,Door,542,6,640,617
img_wm_revamp-93-_jpg.rf.02db2f5c06dcee3f4dfc09d2765103b3.jpg,640,640,AC,219,142,328,219


Room2-3-_jpg.rf.028e97cf1242910aa89dbbe4353835bd.jpg,640,640,AC,208,82,393,164

17_jpg.rf.03390946f375a22e6bf79729d87f2a32.jpg,640,640,Cupboard,127,378,313,628
17_jpg.rf.03390946f375a22e6bf79729d87f2a32.jpg,640,640,Cupboard,90,95,279,261
17_jpg.rf.03390946f375a22e6bf79729d87f2a32.jpg,640,640,Oven,1,238,130,572
17_jpg.rf.03390946f375a22e6bf79729d87f2a32.jpg,640,640,Fridge,260,238,299,367
17_jpg.rf.03390946f375a22e6bf79729d87f2a32.jpg,640,640,Exhaust Hood,505,90,635,228
17_jpg.rf.03390946f375a22e6bf79729d87f2a32.jpg,640,640,Cupboard,386,349,640,628
17_jpg.rf.03390946f375a22e6bf79729d87f2a32.jpg,640,640,Stove,496,347,640,412

img_wm_revamp-100-_jpg.rf.02bda4d62fdfac745d5ad2cf524da360.jpg,640,640,Bed,148,338,448,639
img_wm_revamp-100-_jpg.rf.02bda4d62fdfac745d5ad2cf524da360.jpg,640,640,Door,412,17,640,640
img_wm_revamp-2022-08-19T223433-402_jpg.rf.0300b006f0d705e3fd517e18d44a6130.jpg,640,640,Cupboard,16,366,401,623
Kitchen-434-_jpg.rf.03603375b7664823d10157369ef6c4ac.jpg,640,640,Washing Machine,412,396,627,640
Kitchen-434-_jpg.rf.03603375b7664823d10157369ef6c4ac.jpg,640,640,Faucet,215,244,250,290
Kitchen-434-_jpg.rf.03603375b7664823d10157369ef6c4ac.jpg,640,640,Stove,322,304,470,371
Kitchen-434-_jpg.rf.03603375b7664823d10157369ef6c4ac.jpg,640,640,Exhaust Hood,330,144,510,199
Kitchen-434-_jpg.rf.03603375b7664823d10157369ef6c4ac.jpg,640,640,Exhaust Fan,162,66,205,136
Kitchen-434-_jpg.rf.03603375b7664823d10157369ef6c4ac.jpg,640,640,Sink,173,286,300,316
Room2-116-_jpg.rf.030b1a3c2561e1cefc9cf4583e3dd0ef.jpg,640,640,Windowsill,197,1,423,325
Room2-116-_jpg.rf.030b1a3c2561e1cefc9cf4583e3dd0ef.jpg,640,640,Cupboard,324,241,503,574


img_wm_revamp-76-_jpg.rf.035d08fe2f1260259502a0793402d593.jpg,640,640,Windowsill,2,0,360,350


Kitchen-68-_jpg.rf.03a0eb9328b5f6a583244850b0dffdd7.jpg,640,640,Sink,307,373,428,410
Kitchen-68-_jpg.rf.03a0eb9328b5f6a583244850b0dffdd7.jpg,640,640,Cupboard,15,0,484,217
Kitchen-68-_jpg.rf.03a0eb9328b5f6a583244850b0dffdd7.jpg,640,640,Stove,5,354,257,445
Kitchen-68-_jpg.rf.03a0eb9328b5f6a583244850b0dffdd7.jpg,640,640,Cupboard,147,396,434,627
Kitchen-68-_jpg.rf.03a0eb9328b5f6a583244850b0dffdd7.jpg,640,640,Exhaust Hood,17,165,280,231





t7_jpg.rf.03ca35e67333d5225d30148800339d65.jpg,640,640,Toilet,276,445,540,640
t7_jpg.rf.03ca35e67333d5225d30148800339d65.jpg,640,640,Toilet Sink,609,463,639,527
t7_jpg.rf.03ca35e67333d5225d30148800339d65.jpg,640,640,Bathtub,6,442,363,636
t7_jpg.rf.03ca35e67333d5225d30148800339d65.jpg,640,640,Exhaust Fan,485,21,593,114
Kitchen-54-_jpg.rf.0364fe1c7e4fa9131a5a9132b0cadd56.jpg,640,640,Exhaust Hood,123,146,255,160
Kitchen-54-_jpg.rf.0364fe1c7e4fa9131a5a9132b0cadd56.jpg,640,640,Faucet,380,215,396,265
Kitchen-54-_jpg.rf.0364fe1c7e4fa9131a5a9132b0cadd56.jpg,640,640,Sink,323,254,434,295
Kitchen-54-_jpg.rf.0364fe1c7e4fa9131a5a9132b0cadd56.jpg,640,640,Stove,129,292,300,384
Kitchen-54-_jpg.rf.0364fe1c7e4fa9131a5a9132b0cadd56.jpg,640,640,Oven,240,352,290,514
Toilet-367-_jpg.rf.03db25dcfe4794750a21926928cbe5f1.jpg,640,640,Bathtub,133,422,460,638
Toilet-367-_jpg.rf.03db25dcfe4794750a21926928cbe5f1.jpg,640,640,Water Heater,460,99,596,333
t61_jpg.rf.043978d5bd790f642db6dafce826aefd.jpg,640,640,Toilet,244,252,429,637
t61_jpg.rf.043978d5bd790f642db6dafce826aefd.jpg,640,640,Bathtub,12,320,333,640
t61_jpg.rf.043978d5bd790f642db6dafce826aefd.jpg,640,640,Toilet Sink,438,335,548,441
t61_jpg.rf.043978d5bd790f642db6dafce826aefd.jpg,640,640,Faucet,525,253,557,346
t61_jpg.rf.043978d5bd790f642db6dafce826aefd.jpg,640,640,Water Heater,236,0,294,32

img_wm_revamp-63-_jpg.rf.043b88b3876ffced4634efe93a4248bb.jpg,640,640,AC,125,1,257,142
Toilet-129-_jpg.rf.038d81672eb36aba0ae665e3db8891f6.jpg,640,640,Water Cubicle,0,2,501,605
Toilet-129-_jpg.rf.038d81672eb36aba0ae665e3db8891f6.jpg,640,640,Toilet,473,321,582,366
Toilet-129-_jpg.rf.038d81672eb36aba0ae665e3db8891f6.jpg,640,640,Exhaust Fan,0,25,53,111
Toilet-129-_jpg.rf.038d81672eb36aba0ae665e3db8891f6.jpg,640,640,Water Heater,354,2,440,133
Toilet-129-_jpg.rf.038d81672eb36aba0ae665e3db8891f6.jpg,640,640,Toilet Sink,538,347,640,440
Toilet-129-_jpg.rf.038d81672eb36aba0ae665e3db8891f6.jpg,640,640,Toilet,334,424,442,580
Kitchen-128-_jpg.rf.040db18f18625a8b335d38358a0b4ea3.jpg,640,640,Faucet,433,325,485,354
Kitchen-128-_jpg.rf.040db18f18625a8b335d38358a0b4ea3.jpg,640,640,Stove,560,370,634,455
Kitchen-128-_jpg.rf.040db18f18625a8b335d38358a0b4ea3.jpg,640,640,Cupboard,297,355,601,640
Kitchen-128-_jpg.rf.040db18f18625a8b335d38358a0b4ea3.jpg,640,640,Cupboard,377,138,639,274
Kitchen-128-_jpg.rf.040db18f18625a8b335d38358a0b4ea3.jpg,640,640,Sink,340,335,543,378
Kitchen-128-_jpg.rf.040db18f18625a8b335d38358a0b4ea3.jpg,640,640,Exhaust Hood,600,227,639,242
Kitchen-128-_jpg.rf.040db18f18625a8b335d38358a0b4ea3.jpg,640,640,Washing Machine,572,483,619,640

Toilet-375-_jpg.rf.03c3a4339a458bea5bcc00cb5a97e852.jpg,640,640,Water Cubicle,214,110,450,637
Toilet-375-_jpg.rf.03c3a4339a458bea5bcc00cb5a97e852.jpg,640,640,Toilet,372,437,509,633
Toilet-375-_jpg.rf.03c3a4339a458bea5bcc00cb5a97e852.jpg,640,640,Toilet Sink,458,488,614,626
img_wm_revamp-2022-08-19T222954-510_jpg.rf.04633781680eb2ad2938bc852c378eaa.jpg,640,640,AC,455,108,568,203

Kitchen-100-_jpg.rf.03f2084b5c876163775a6aff75736c5e.jpg,640,640,Cupboard,26,336,387,511
Kitchen-100-_jpg.rf.03f2084b5c876163775a6aff75736c5e.jpg,640,640,Exhaust Hood,6,205,216,235
Kitchen-100-_jpg.rf.03f2084b5c876163775a6aff75736c5e.jpg,640,640,Sink,260,326,486,354
Kitchen-100-_jpg.rf.03f2084b5c876163775a6aff75736c5e.jpg,640,640,Cupboard,518,23,640,204
Kitchen-100-_jpg.rf.03f2084b5c876163775a6aff75736c5e.jpg,640,640,Cupboard,7,83,528,258
Kitchen-100-_jpg.rf.03f2084b5c876163775a6aff75736c5e.jpg,640,640,Washing Machine,389,382,512,585
Kitchen-100-_jpg.rf.03f2084b5c876163775a6aff75736c5e.jpg,640,640,Fridge,508,220,640,640
Kitchen-100-_jpg.rf.03f2084b5c876163775a6aff75736c5e.jpg,640,640,Stove,7,308,235,327
Kitchen-100-_jpg.rf.03f2084b5c876163775a6aff75736c5e.jpg,640,640,Faucet,335,260,417,336
img_wm_revamp-2022-08-19T220656-028_jpg.rf.041b8f29ac3dbff889aa64ed455585c5.jpg,640,640,Windowsill,407,52,595,435
img_wm_revamp-2022-08-19T220656-028_jpg.rf.041b8f29ac3dbff889aa64ed455585c5.jpg,640,640,Dining Table,529,412,640,499
Kitchen-36-_jpg.rf.04a11a61c16a60fbc9283320601bdab1.jpg,640,640,Washing Machine,139,400,217,623
Kitchen-36-_jpg.rf.04a11a61c16a60fbc9283320601bdab1.jpg,640,640,Cupboard,147,84,466,296
Kitchen-36-_jpg.rf.04a11a61c16a60fbc9283320601bdab1.jpg,640,640,Sink,492,373,640,441
Kitchen-36-_jpg.rf.04a11a61c16a60fbc9283320601bdab1.jpg,640,640,Fridge,1,235,163,640
Kitchen-36-_jpg.rf.04a11a61c16a60fbc9283320601bdab1.jpg,640,640,Stove,219,345,454,390
Kitchen-36-_jpg.rf.04a11a61c16a60fbc9283320601bdab1.jpg,640,640,Cupboard,220,389,488,538
Kitchen-421-_jpg.rf.049fa2dd3c7788973679cce83f74e987.jpg,640,640,Stove,310,374,441,433
Kitchen-421-_jpg.rf.049fa2dd3c7788973679cce83f74e987.jpg,640,640,Exhaust Hood,338,217,460,269
Kitchen-421-_jpg.rf.049fa2dd3c7788973679cce83f74e987.jpg,640,640,Washing Machine,302,414,409,606
Kitchen-421-_jpg.rf.049fa2dd3c7788973679cce83f74e987.jpg,640,640,Fridge,31,225,234,632
Kitchen-421-_jpg.rf.049fa2dd3c7788973679cce83f74e987.jpg,640,640,Sink,218,377,308,457
Kitchen-421-_jpg.rf.049fa2dd3c7788973679cce83f74e987.jpg,640,640,Cupboard,313,64,523,246
Room2-134-_jpg.rf.048ecbbe254db39694bbdb91aab2d2ae.jpg,640,640,Windowsill,177,125,361,416
Room2-134-_jpg.rf.048ecbbe254db39694bbdb91aab2d2ae.jpg,640,640,Closet,344,108,595,524
Room2-134-_jpg.rf.048ecbbe254db39694bbdb91aab2d2ae.jpg,640,640,AC,276,57,360,130

Toilet-367-_jpg.rf.043e5fa38449fd4ac0e09c2099fc44ac.jpg,640,640,Bathtub,178,426,507,640
Toilet-367-_jpg.rf.043e5fa38449fd4ac0e09c2099fc44ac.jpg,640,640,Water Heater,449,61,549,302

Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Cupboard,365,369,566,619
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Cupboard,274,365,378,545
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Cupboard,130,398,240,639
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Sink,442,353,539,403
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Stove,496,434,640,604
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Cupboard,414,0,614,214
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Washing Machine,405,116,504,268
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Fridge,0,256,171,640
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Microwave,118,347,226,439
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Cupboard,0,60,177,305
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Faucet,476,314,534,369
Kitchen-112-_jpg.rf.03f9b9596e86dc83c774651c023180a9.jpg,640,640,Exhaust Fan,330,122,376,188
Toilet-510-_jpg.rf.04c358afd94df56ddc73f8699d5839e7.jpg,640,640,Toilet Sink,372,343,560,552
Toilet-510-_jpg.rf.04c358afd94df56ddc73f8699d5839e7.jpg,640,640,Faucet,483,371,518,416
Toilet-510-_jpg.rf.04c358afd94df56ddc73f8699d5839e7.jpg,640,640,Toilet,277,337,386,517
Toilet-510-_jpg.rf.04c358afd94df56ddc73f8699d5839e7.jpg,640,640,Water Cubicle,159,60,366,502
Kitchen-127-_jpg.rf.03aa2fba242d635b8fc728ae5966db65.jpg,640,640,Cupboard,118,69,337,216
Kitchen-127-_jpg.rf.03aa2fba242d635b8fc728ae5966db65.jpg,640,640,Stove,175,289,265,307
Kitchen-127-_jpg.rf.03aa2fba242d635b8fc728ae5966db65.jpg,640,640,Exhaust Hood,176,172,263,209
Kitchen-127-_jpg.rf.03aa2fba242d635b8fc728ae5966db65.jpg,640,640,Fridge,0,8,147,628
Kitchen-127-_jpg.rf.03aa2fba242d635b8fc728ae5966db65.jpg,640,640,Washing Machine,134,344,196,489
Kitchen-127-_jpg.rf.03aa2fba242d635b8fc728ae5966db65.jpg,640,640,Cupboard,148,311,482,498
Kitchen-127-_jpg.rf.03aa2fba242d635b8fc728ae5966db65.jpg,640,640,Sink,298,314,345,334
75_jpg.rf.04c19710a49e20d92badfde9b4cd37e1.jpg,640,640,Oven,322,328,394,462
75_jpg.rf.04c19710a49e20d92badfde9b4cd37e1.jpg,640,640,Stove,321,243,406,288
75_jpg.rf.04c19710a49e20d92badfde9b4cd37e1.jpg,640,640,Faucet,216,190,246,292
75_jpg.rf.04c19710a49e20d92badfde9b4cd37e1.jpg,640,640,Exhaust Hood,322,62,403,100
